日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),交易量(公斤)
2015/9/8,台北一,芒果 金煌,44.2,29.7,25,31.6,192
2015/9/9,台北一,芒果 金煌,58,48,35,47.4,276
2015/9/13,台北一,芒果 金煌,42.9,32.3,30,34,114
2016/1/16,台北一,芒果 金煌,50,50,50,50,8
2016/2/3,台北一,芒果 金煌,40,40,40,40,6
2016/2/20,台北一,芒果 金煌,150,150,150,150,42
2016/2/21,台北一,芒果 金煌,170,165,160,165,10
2016/2/25,台北一,芒果 金煌,90,88.9,80.8,87.5,36
2016/2/26,台北一,芒果 金煌,90,85,80,85,48
2016/3/1,台北一,芒果 金煌,160,150.4,95,141.3,24
2016/3/2,台北一,芒果 金煌,120,120,120,120,5
2016/3/4,台北一,芒果 金煌,140,130,125,131,60
2016/3/5,台北一,芒果 金煌,122,118,90,113.2,50
2016/3/6,台北一,芒果 金煌,130,83.3,57.5,87.5,60
2016/3/8,台北一,芒果 金煌,105,60.7,45,66.4,84
2016/3/9,台北一,芒果 金煌,108.2,56.7,30,61.6,110
2016/3/10,台北一,芒果 金煌,78,78,78,78,18
2016/3/11,台北一,芒果 金煌,90,90,90,90,18
2016/3/12,台北一,芒果 金煌,60,60,60,60,16
2016/3/13,台北一,芒果 金煌,145.6,92.3,53.1,95.1,77
2016/3/15,台北一,芒果 金煌,150,122,90,121.2,41
2016/3/16,台北一,芒果 金煌,150,114,43.3,107.1,72
2016/3/17,台北一,芒果 金煌,150,150,130,146,30
2016/3/18,台北一,芒果 金煌,90,73.7,38.9,70,108
2016/3/19,台北一,芒果 金煌,150,139.2,91.7,131.8,60
2016/3/20,台北一,芒果 金煌,160,152.8,139.2,151.5,78
2016/3/22,台北一,芒果 金煌,147.7,59.2,33.7,71.8,226
2016/3/23,台北一,芒果 金煌,159.4,149.6,126.4,146.9,103
2016/3/24,台北一,芒果 金煌,164.6,153.8,121.8,149.6,132
2016/3/25,台北一,芒果 金煌,150,144.1,135,143.4,96
2016/3/26,台北一,芒果 金煌,91,61.1,42.7,63.4,82
2016/3/27,台北一,芒果 金煌,105,52.5,25,57.5,24
2016/3/29,台北一,芒果 金煌,150,143.3,110,138,60
2016/3/30,台北一,芒果 金煌,150,150,150,150,60
2016/3/31,台北一,芒果 金煌,150,144.8,105.8,138,173
2016/4/1,台北一,芒果 金煌,159.8,138.1,88.3,132.5,305
2016/4/2,台北一,芒果 金煌,144.5,103.4,52.2,101.4,337
2016/4/3,台北一,芒果 金煌,150,106.2,61.8,106.1,330
2016/4/6,台北一,芒果 金煌,130.2,57.9,50,70.8,290
2016/4/7,台北一,芒果 金煌,85.9,70.4,65,72.4,174
2016/4/8,台北一,芒果 金煌,55,36.5,30,38.9,84
2016/4/9,台北一,芒果 金煌,91.2,69.5,25,65,98
2016/4/10,台北一,芒果 金煌,193,76.5,50,94.5,69
2016/4/12,台北一,芒果 金煌,145,83,33.5,85.5,275
2016/4/13,台北一,芒果 金煌,109.8,90.5,39.6,84.2,252
2016/4/14,台北一,芒果 金煌,91.9,60.1,45,63.5,78
2016/4/15,台北一,芒果 金煌,109.6,83.2,45.5,80.9,66
2016/4/16,台北一,芒果 金煌,140,123.9,50.3,112.4,114
2016/4/17,台北一,芒果 金煌,109.5,68.1,35.5,69.9,236
2016/4/19,台北一,芒果 金煌,127.7,73.3,28,75.1,475
2016/4/20,台北一,芒果 金煌,104.3,85.7,53.3,82.9,451
2016/4/21,台北一,芒果 金煌,92.3,61.5,47.3,64.8,620
2016/4/22,台北一,芒果 金煌,67.1,58.9,47.9,58.3,145
2016/4/23,台北一,芒果 金煌,111.1,66.7,48.5,72,306
2016/4/24,台北一,芒果 金煌,82.9,54.6,40,57.3,472
2016/4/26,台北一,芒果 金煌,95.1,59.7,33.8,61.6,717
2016/4/27,台北一,芒果 金煌,126.3,81.7,53.9,85.1,397
2016/4/28,台北一,芒果 金煌,110.9,62.5,45.4,68.7,304
2016/4/29,台北一,芒果 金煌,106.5,85.6,53.4,83.4,437
2016/4/30,台北一,芒果 金煌,115.2,80,51.3,81.3,685
2016/5/1,台北一,芒果 金煌,102.7,73.6,45,73.7,600
2016/5/3,台北一,芒果 金煌,116.9,75.7,39.9,76.8,942
2016/5/4,台北一,芒果 金煌,102.4,66.2,32,66.6,727
2016/5/5,台北一,芒果 金煌,123.5,73.8,44.8,77.9,667
2016/5/6,台北一,芒果 金煌,124,82.2,32.6,80.6,"1,018"
2016/5/7,台北一,芒果 金煌,119.8,95.8,63.1,94.1,697
2016/5/8,台北一,芒果 金煌,112.9,86.5,45.5,83.6,804
2016/5/10,台北一,芒果 金煌,119.5,78.4,46.2,80.2,672
2016/5/11,台北一,芒果 金煌,116.5,88.8,52.1,87,383
2016/5/12,台北一,芒果 金煌,103.7,75.6,55,77.1,965
2016/5/13,台北一,芒果 金煌,105.4,76.1,49.3,76.6,720
2016/5/14,台北一,芒果 金煌,88,59.6,49.1,63.2,"1,222"
2016/5/15,台北一,芒果 金煌,83.9,71.7,47.3,69.2,433
2016/5/17,台北一,芒果 金煌,85.7,64.2,42.9,64.2,"1,093"
2016/5/18,台北一,芒果 金煌,98.9,58.5,35.2,61.9,"1,098"
2016/5/19,台北一,芒果 金煌,101.8,57.5,41.9,63.2,"1,312"
2016/5/20,台北一,芒果 金煌,105.3,67.1,36.7,68.6,"1,929"
2016/5/21,台北一,芒果 金煌,113,61.2,35.5,66.4,"1,818"
2016/5/22,台北一,芒果 金煌,87.9,45.8,28.9,50.9,"2,225"
2016/5/24,台北一,芒果 金煌,89.2,67.2,35.5,65.3,"1,200"
2016/5/25,台北一,芒果 金煌,93.5,73,46.2,71.8,"1,409"
2016/5/26,台北一,芒果 金煌,88.9,64.1,40,64.2,"1,238"
2016/5/27,台北一,芒果 金煌,83.9,58.8,35.5,59.2,"1,136"
2016/5/28,台北一,芒果 金煌,73,47.1,33.9,49.6,"2,027"
2016/5/29,台北一,芒果 金煌,77.4,36.9,20.8,41.8,"1,278"
2016/5/31,台北一,芒果 金煌,69.2,41.9,30.7,45.1,"1,975"
2016/6/1,台北一,芒果 金煌,84.3,46.4,30.8,50.9,"2,079"
2016/6/2,台北一,芒果 金煌,87.7,51.2,37.7,55.8,"1,941"
2016/6/3,台北一,芒果 金煌,85.7,53.5,30.3,55.3,"2,805"
2016/6/4,台北一,芒果 金煌,86.8,45.3,27.2,50,"3,334"
2016/6/5,台北一,芒果 金煌,79.5,50.5,31.3,52.5,"2,851"
2016/6/7,台北一,芒果 金煌,86.1,41.9,29.2,48.2,"4,183"
2016/6/8,台北一,芒果 金煌,95.7,47.5,27.8,53.2,"2,822"
2016/6/9,台北一,芒果 金煌,106.8,53.8,29.6,59.5,"2,203"
2016/6/12,台北一,芒果 金煌,115.7,69.8,35.5,72.1,"3,839"
2016/6/14,台北一,芒果 金煌,127.2,92.5,50.1,91,"1,948"
2016/6/15,台北一,芒果 金煌,116.8,68.1,41.7,72.6,"2,014"
2016/6/16,台北一,芒果 金煌,93,59.1,35.8,61.2,"2,762"
2016/6/17,台北一,芒果 金煌,93,61.7,37.1,63.1,"3,634"
2016/6/18,台北一,芒果 金煌,83.6,51.6,31.7,54.1,"5,913"
2016/6/19,台北一,芒果 金煌,75.3,47,31.4,49.6,"4,288"
2016/6/21,台北一,芒果 金煌,67.9,45.6,31.3,47.2,"3,251"
2016/6/22,台北一,芒果 金煌,74.6,50.7,28.9,51.1,"2,504"
2016/6/23,台北一,芒果 金煌,69,47.3,16.9,45.6,"3,296"
2016/6/24,台北一,芒果 金煌,80.6,47.1,25.8,49.5,"1,968"
2016/6/25,台北一,芒果 金煌,72.3,51.9,33,52.2,"3,300"
2016/6/26,台北一,芒果 金煌,54.2,38.7,26.1,39.3,"3,518"
2016/6/28,台北一,芒果 金煌,69.4,41.4,26.5,44,"3,726"
2016/6/29,台北一,芒果 金煌,69.5,49.8,26.6,49.1,"3,643"
2016/6/30,台北一,芒果 金煌,75.7,51.7,27,51.6,"3,695"
2016/7/1,台北一,芒果 金煌,81.3,56.5,35.9,57.3,"3,566"
2016/7/2,台北一,芒果 金煌,82.1,57.8,36.1,58.3,"5,537"
2016/7/3,台北一,芒果 金煌,78.9,58.8,38.7,58.8,"6,012"
2016/7/5,台北一,芒果 金煌,84.3,57.3,37.1,58.6,"5,049"
2016/7/6,台北一,芒果 金煌,84.2,60.5,40.6,61.3,"3,832"
2016/7/7,台北一,芒果 金煌,87.5,61.5,38.3,62.1,"4,214"
2016/7/8,台北一,芒果 金煌,77.4,57.6,38.6,57.8,"4,299"
2016/7/9,台北一,芒果 金煌,76.1,62.5,45.7,61.8,"3,734"
2016/7/10,台北一,芒果 金煌,70.8,53.2,37.1,53.5,"4,577"
2016/7/12,台北一,芒果 金煌,73.4,52.1,32.6,52.5,"4,167"
2016/7/13,台北一,芒果 金煌,67.5,48,35.7,49.4,"3,157"
2016/7/14,台北一,芒果 金煌,75.5,55,30.3,54.1,"1,721"
2016/7/15,台北一,芒果 金煌,85.7,68,34.4,64.8,"3,012"
2016/7/16,台北一,芒果 金煌,84.3,59.8,37.7,60.3,"4,170"
2016/7/17,台北一,芒果 金煌,86.5,60.1,31.7,59.7,"6,713"
2016/7/19,台北一,芒果 金煌,88.5,60.5,38.3,61.7,"4,908"
2016/7/20,台北一,芒果 金煌,86.3,66.3,35.9,64.3,"3,131"
2016/7/21,台北一,芒果 金煌,88,69.1,41.7,67.4,"3,627"
2016/7/22,台北一,芒果 金煌,87.1,70.8,48.6,69.6,"5,563"
2016/7/23,台北一,芒果 金煌,83.2,66.2,43.7,65.1,"5,620"
2016/7/24,台北一,芒果 金煌,91.3,69,48.9,69.4,"5,188"
2016/7/26,台北一,芒果 金煌,91,68.5,46.8,68.6,"4,636"
2016/7/27,台北一,芒果 金煌,93,76.3,50.5,74.5,"2,664"
2016/7/28,台北一,芒果 金煌,96.6,69,47.5,70.2,"4,619"
2016/7/29,台北一,芒果 金煌,94.6,74.5,43.6,72.3,"3,752"
2016/7/30,台北一,芒果 金煌,98.9,77,46.8,75.3,"5,895"
2016/7/31,台北一,芒果 金煌,97.7,79.7,54.1,78.2,"3,953"
2016/8/2,台北一,芒果 金煌,116.9,95.3,58.7,92.3,"3,414"
2016/8/3,台北一,芒果 金煌,104.7,83.3,54.7,81.8,"3,192"
2016/8/4,台北一,芒果 金煌,105,75,51.7,76.4,"1,668"
2016/8/5,台北一,芒果 金煌,104.8,87.5,57.3,84.9,"2,248"
2016/8/6,台北一,芒果 金煌,105.3,86.8,57.8,84.7,"3,836"
2016/8/7,台北一,芒果 金煌,103.9,79.1,58,79.8,"3,676"
2016/8/9,台北一,芒果 金煌,105.9,78.9,51.1,78.7,"3,052"
2016/8/10,台北一,芒果 金煌,109,86.7,56.1,85,"2,673"
2016/8/11,台北一,芒果 金煌,120.5,89.1,60,89.6,"1,284"
2016/8/12,台北一,芒果 金煌,127.8,96.8,57.6,95.2,"1,354"
2016/8/13,台北一,芒果 金煌,132.2,107.1,58.1,102.3,606
2016/8/14,台北一,芒果 金煌,141.2,84.1,58.7,90.5,"1,336"
2016/8/16,台北一,芒果 金煌,141.8,76.3,47.5,83.7,"2,040"
2016/8/17,台北一,芒果 金煌,131.3,95.6,63.8,96.4,"1,644"
2016/8/20,台北一,芒果 金煌,133.8,98.2,57.8,97.2,"1,482"
2016/8/21,台北一,芒果 金煌,135.5,114.7,65.5,109,948
2016/8/23,台北一,芒果 金煌,129.6,96.3,63.5,96.4,"1,775"
2016/8/24,台北一,芒果 金煌,134.3,78.6,57.5,85.6,"1,176"
2016/8/25,台北一,芒果 金煌,124.6,63.9,49,73,"1,440"
2016/8/26,台北一,芒果 金煌,127.8,115,84.9,111.6,306
2016/8/27,台北一,芒果 金煌,125.7,74.5,50,79.8,744
2016/8/28,台北一,芒果 金煌,134.7,64.5,48.8,75.4,582
2016/8/30,台北一,芒果 金煌,100,58.1,48.8,64.6,"1,296"
2016/9/21,台北一,芒果 金煌,50,50,50,50,15
2017/2/26,台北一,芒果 金煌,300,191.1,160,206.7,18
2017/3/10,台北一,芒果 金煌,305,301.5,280,297.9,33
2017/3/12,台北一,芒果 金煌,80,80,80,80,39
2017/3/14,台北一,芒果 金煌,90,90,90,90,12
2017/3/16,台北一,芒果 金煌,130,124.6,115,123.8,24
2017/3/18,台北一,芒果 金煌,110,107.8,100,106.7,18
2017/3/21,台北一,芒果 金煌,88.6,85,85,85.7,42
2017/3/23,台北一,芒果 金煌,180,180,180,180,6
2017/3/25,台北一,芒果 金煌,150,150,150,150,60
2017/3/26,台北一,芒果 金煌,170,165.6,145,162.4,38
2017/3/28,台北一,芒果 金煌,210,210,210,210,6
2017/3/30,台北一,芒果 金煌,160,160,160,160,6
2017/4/1,台北一,芒果 金煌,120.3,105,105,108.1,75
2017/4/2,台北一,芒果 金煌,120,120,120,120,8
2017/4/3,台北一,芒果 金煌,110,109.5,70,101.7,29
2017/4/6,台北一,芒果 金煌,100,74.7,65,77.8,46
2017/4/7,台北一,芒果 金煌,265,234.4,210,235.7,15
2017/4/8,台北一,芒果 金煌,200,190.7,180,190.4,24
2017/4/9,台北一,芒果 金煌,137.7,112.6,66.1,108.3,687
2017/4/11,台北一,芒果 金煌,199.3,115.9,64.2,122.2,122
2017/4/12,台北一,芒果 金煌,160,141.9,140,145.1,78
2017/4/13,台北一,芒果 金煌,150,141.8,113.7,137.8,101
2017/4/14,台北一,芒果 金煌,188.9,160.8,57.6,145.8,254
2017/4/15,台北一,芒果 金煌,220,192.4,155,190.5,22
2017/4/16,台北一,芒果 金煌,145,108.9,78.3,110,90
2017/4/18,台北一,芒果 金煌,160.7,107.3,57.2,108,297
2017/4/19,台北一,芒果 金煌,206.1,86.8,40,101.3,349
2017/4/20,台北一,芒果 金煌,134,111.1,48,103,"1,010"
2017/4/21,台北一,芒果 金煌,120.6,75.1,48.4,78.9,350
2017/4/22,台北一,芒果 金煌,127.3,99.8,59.9,97.3,546
2017/4/23,台北一,芒果 金煌,179.3,69.8,40,85.8,452
2017/4/25,台北一,芒果 金煌,161.3,153.8,66.8,137.9,465
2017/4/26,台北一,芒果 金煌,174.8,99,62.5,106.9,259
2017/4/27,台北一,芒果 金煌,145.3,93.8,61.8,97.7,385
2017/4/28,台北一,芒果 金煌,138.4,98.1,62.9,99.2,211
2017/4/29,台北一,芒果 金煌,165.3,84.7,50,93.9,364
2017/4/30,台北一,芒果 金煌,145.4,119.3,62.9,113.3,342
2017/5/2,台北一,芒果 金煌,162.8,129.2,61.1,122.3,384
2017/5/3,台北一,芒果 金煌,166.2,143.5,107.8,140.9,148
2017/5/4,台北一,芒果 金煌,180,127,76.6,127.5,273
2017/5/5,台北一,芒果 金煌,158.1,94.2,50,98.1,505
2017/5/6,台北一,芒果 金煌,150.2,109.9,53.5,106.7,"1,148"
2017/5/7,台北一,芒果 金煌,150.4,115.9,62,112,575
2017/5/9,台北一,芒果 金煌,157.5,113.5,56.3,110.9,"1,360"
2017/5/10,台北一,芒果 金煌,106.2,74.4,49.6,75.8,"1,161"
2017/5/11,台北一,芒果 金煌,151.2,98,52.9,99.6,375
2017/5/12,台北一,芒果 金煌,114.4,82.3,51,82.4,793
2017/5/13,台北一,芒果 金煌,133.8,87.3,66.2,92.4,"1,348"
2017/5/14,台北一,芒果 金煌,103.4,73.9,49.6,74.9,"1,213"
2017/5/16,台北一,芒果 金煌,108.5,75.3,54.5,77.8,"1,483"
2017/5/17,台北一,芒果 金煌,75.7,59.4,41.1,59,883
2017/5/18,台北一,芒果 金煌,79.3,60,44.6,60.8,"1,275"
2017/5/19,台北一,芒果 金煌,79.7,51.4,41,55,"1,850"
2017/5/20,台北一,芒果 金煌,83.3,61.1,44.9,62.3,"2,062"
2017/5/21,台北一,芒果 金煌,80.6,64.7,46.5,64.3,"1,689"
2017/5/23,台北一,芒果 金煌,98.9,65.7,46.9,68.6,"3,516"
2017/5/24,台北一,芒果 金煌,74.8,51.5,31.5,52.1,"2,769"
2017/5/25,台北一,芒果 金煌,78.5,61.1,40.5,60.5,"3,095"
2017/5/26,台北一,芒果 金煌,79.3,59.3,44.7,60.4,"2,135"
2017/5/27,台北一,芒果 金煌,77.4,56.5,40.4,57.5,"3,739"
2017/5/28,台北一,芒果 金煌,76.5,60,41.7,59.7,"3,362"
2017/5/29,台北一,芒果 金煌,85,60.5,39,61.1,"2,356"
2017/5/30,台北一,芒果 金煌,84.6,55.2,35.1,57.1,"3,058"
2017/6/2,台北一,芒果 金煌,77.2,46.3,22.5,47.7,"6,215"
2017/6/3,台北一,芒果 金煌,70,46.8,31,48.3,"5,026"
2017/6/4,台北一,芒果 金煌,57.4,38.3,26,39.7,"6,116"
2017/6/6,台北一,芒果 金煌,67.6,44.3,26.6,45.4,"5,146"
2017/6/7,台北一,芒果 金煌,66.5,44.3,29.6,45.8,"5,525"
2017/6/8,台北一,芒果 金煌,72,42.9,27.2,45.6,"7,414"
2017/6/9,台北一,芒果 金煌,68,41.6,25.5,43.7,"6,175"
2017/6/10,台北一,芒果 金煌,55,37,22.8,37.8,"6,086"
2017/6/11,台北一,芒果 金煌,45.2,31.6,20.2,32,"5,934"
2017/6/13,台北一,芒果 金煌,48.3,34.2,20.7,34.3,"8,975"
2017/6/14,台北一,芒果 金煌,48.2,36.1,23.9,36.1,"4,934"
2017/6/15,台北一,芒果 金煌,40.7,28.3,13.8,27.9,"9,132"
2017/6/16,台北一,芒果 金煌,35.5,23.7,10.9,23.5,"11,650"
2017/6/17,台北一,芒果 金煌,37,23.4,11.6,23.8,"9,048"
2017/6/18,台北一,芒果 金煌,44.1,24.8,14.6,26.6,"7,567"
2017/6/20,台北一,芒果 金煌,47.7,31.2,17.8,31.8,"5,957"
2017/6/21,台北一,芒果 金煌,51.8,31.9,17.7,33,"8,072"
2017/6/22,台北一,芒果 金煌,52.7,33.8,20.6,34.9,"9,871"
2017/6/23,台北一,芒果 金煌,49,33,18.5,33.3,"11,323"
2017/6/24,台北一,芒果 金煌,47,32.1,19.4,32.5,"12,270"
2017/6/25,台北一,芒果 金煌,38.8,26,12.2,25.8,"10,757"
2017/6/27,台北一,芒果 金煌,37.8,24.7,12.8,24.9,"10,042"
2017/6/28,台北一,芒果 金煌,38.9,25.8,11.8,25.6,"8,780"
2017/6/29,台北一,芒果 金煌,36.4,25.8,15.3,25.8,"9,307"
2017/6/30,台北一,芒果 金煌,39.4,26.4,16.7,27.1,"8,674"
2017/7/1,台北一,芒果 金煌,39.9,26.6,16.5,27.2,"8,555"
2017/7/2,台北一,芒果 金煌,41.6,24.7,12.4,25.6,"7,942"
2017/7/4,台北一,芒果 金煌,42,27.2,19,28.5,"11,059"
2017/7/5,台北一,芒果 金煌,44.8,29.1,17.7,30,"8,230"
2017/7/6,台北一,芒果 金煌,46.1,28.4,18.7,30,"10,852"
2017/7/7,台北一,芒果 金煌,45.8,28.1,17.9,29.6,"11,593"
2017/7/8,台北一,芒果 金煌,53.9,25.9,18.2,29.9,"9,282"
2017/7/9,台北一,芒果 金煌,45.3,24.2,10.3,25.6,"10,329"
2017/7/11,台北一,芒果 金煌,43.2,25.9,17.1,27.6,"9,863"
2017/7/12,台北一,芒果 金煌,39.2,23.4,8.6,23.6,"7,574"
2017/7/13,台北一,芒果 金煌,41,21.9,6.7,22.7,"8,172"
2017/7/14,台北一,芒果 金煌,39.1,26.4,14.2,26.5,"7,205"
2017/7/15,台北一,芒果 金煌,44.4,26.4,13.6,27.4,"8,762"
2017/7/16,台北一,芒果 金煌,40.6,24.1,11.5,24.9,"7,666"
2017/7/18,台北一,芒果 金煌,41.6,25.8,15.5,26.9,"9,663"
2017/7/19,台北一,芒果 金煌,40.7,26,17.4,27.2,"9,533"
2017/7/20,台北一,芒果 金煌,42.6,27,18.5,28.4,"7,696"
2017/7/21,台北一,芒果 金煌,43.6,29.9,18,30.3,"9,624"
2017/7/22,台北一,芒果 金煌,44.5,27.2,15.8,28.4,"13,960"
2017/7/23,台北一,芒果 金煌,42.4,28.9,17.1,29.3,"11,533"
2017/7/25,台北一,芒果 金煌,46.6,27.2,17,29,"6,962"
2017/7/26,台北一,芒果 金煌,45.4,29.1,16,29.7,"5,937"
2017/7/27,台北一,芒果 金煌,38.8,27.9,19,28.3,"9,320"
2017/7/28,台北一,芒果 金煌,48.6,31.4,18.7,32.3,"8,329"
2017/7/29,台北一,芒果 金煌,50.3,32.5,18.1,33.2,"10,485"
2017/7/30,台北一,芒果 金煌,49.2,34.3,21.2,34.7,"7,073"
2017/8/1,台北一,芒果 金煌,55.1,40.2,25.2,40.2,"5,619"
2017/8/2,台北一,芒果 金煌,47.9,37.2,24.9,36.9,"7,340"
2017/8/3,台北一,芒果 金煌,53.4,35.4,20.3,36,"4,374"
2017/8/4,台北一,芒果 金煌,48,35.5,22.1,35.3,"7,189"
2017/8/5,台北一,芒果 金煌,49,32.7,22.6,33.9,"8,345"
2017/8/6,台北一,芒果 金煌,49.9,33.3,23.1,34.6,"8,827"
2017/8/8,台北一,芒果 金煌,54.6,35,18.4,35.6,"4,023"
2017/8/9,台北一,芒果 金煌,51.1,34.5,17.2,34.4,"3,951"
2017/8/10,台北一,芒果 金煌,47,31.9,23,33.1,"4,862"
2017/8/11,台北一,芒果 金煌,47.7,32.2,19.7,32.8,"4,532"
2017/8/12,台北一,芒果 金煌,52.1,35.1,18.6,35.2,"5,210"
2017/8/13,台北一,芒果 金煌,55,41,20.7,39.7,"4,692"
2017/8/15,台北一,芒果 金煌,47.7,36.8,22.9,36.2,"6,590"
2017/8/16,台北一,芒果 金煌,48.7,35.5,22,35.4,"3,499"
2017/8/17,台北一,芒果 金煌,46.2,34,21,33.8,"3,831"
2017/8/18,台北一,芒果 金煌,55,38.2,24.3,38.8,"4,007"
2017/8/19,台北一,芒果 金煌,58.1,36.7,20.6,37.7,"4,006"
2017/8/20,台北一,芒果 金煌,56.9,32.8,18,34.6,"5,062"
2017/8/22,台北一,芒果 金煌,60.1,35.8,22,37.9,"3,214"
2017/8/23,台北一,芒果 金煌,61.4,48,25.4,46.2,"1,504"
2017/8/24,台北一,芒果 金煌,59,41.5,27.2,42.1,"1,410"
2017/8/25,台北一,芒果 金煌,56.5,36.5,23.7,37.9,"1,869"
2017/8/26,台北一,芒果 金煌,52.9,36.6,24.9,37.5,"1,586"
2017/8/27,台北一,芒果 金煌,67.1,41.1,26.6,43.4,"2,178"
2017/8/29,台北一,芒果 金煌,52.5,35.1,23.4,36.2,"2,975"
2017/8/30,台北一,芒果 金煌,58.7,39.1,30,41.2,"1,004"
2017/8/31,台北一,芒果 金煌,48.2,33.5,28.1,35.4,"1,224"
2017/9/1,台北一,芒果 金煌,45.9,34.6,28.4,35.6,"2,171"
2017/9/2,台北一,芒果 金煌,63.3,32.7,21.6,36.6,"2,388"
2017/9/3,台北一,芒果 金煌,62.7,36.8,26.3,39.9,"2,752"
2017/9/4,台北一,芒果 金煌,62.5,35.3,24.1,38.5,"1,998"
2017/9/5,台北一,芒果 金煌,61.2,31.7,23.4,35.9,"2,037"
2017/9/8,台北一,芒果 金煌,46.2,33.7,27.9,35,"1,406"
2017/9/9,台北一,芒果 金煌,60,39.8,24,40.6,"1,470"
2017/9/10,台北一,芒果 金煌,53.3,33.1,22.2,35,969
2017/9/12,台北一,芒果 金煌,60.3,46.5,34.6,46.9,"1,445"
2017/9/13,台北一,芒果 金煌,80,48,35,51.8,150
2017/9/14,台北一,芒果 金煌,69.3,50.4,43.7,52.8,450
2017/9/15,台北一,芒果 金煌,48,48,48,48,19
2017/9/16,台北一,芒果 金煌,81,53,45,57,300
2017/9/17,台北一,芒果 金煌,81.6,55.4,33.3,56.2,366
2017/9/19,台北一,芒果 金煌,75,75,75,75,114
2017/9/20,台北一,芒果 金煌,70,66.8,60,66.1,228
2018/1/14,台北一,芒果 金煌,215,191.3,180,193.8,24
2018/1/16,台北一,芒果 金煌,145,95.3,52.5,96.7,60
2018/1/18,台北一,芒果 金煌,150,150,150,150,6
2018/1/20,台北一,芒果 金煌,90,90,90,90,9
2018/1/21,台北一,芒果 金煌,120,120,100,116,30
2018/1/23,台北一,芒果 金煌,75,75,75,75,6
2018/1/27,台北一,芒果 金煌,90,86.1,85,86.7,18
2018/1/28,台北一,芒果 金煌,70,59.7,47.9,59.4,47
2018/1/30,台北一,芒果 金煌,66.1,49.1,42.1,51.1,197
2018/1/31,台北一,芒果 金煌,60,60,60,60,18
2018/2/1,台北一,芒果 金煌,65,61.5,60,61.9,48
2018/2/7,台北一,芒果 金煌,110,73.5,50,76.1,84
2018/2/8,台北一,芒果 金煌,85,81.7,55,77,30
2018/2/9,台北一,芒果 金煌,110,104.1,63.6,97.1,42
2018/2/11,台北一,芒果 金煌,150,142.8,130,141.7,36
2018/2/12,台北一,芒果 金煌,105,105,105,105,18
2018/2/13,台北一,芒果 金煌,125.7,110,94.3,110,84
2018/2/14,台北一,芒果 金煌,90,89.3,81.4,87.9,42
2018/2/15,台北一,芒果 金煌,72.3,58.6,41.2,57.9,65
2018/2/21,台北一,芒果 金煌,60,60,60,60,6
2018/2/22,台北一,芒果 金煌,65,63.3,45,60,40
2018/2/27,台北一,芒果 金煌,30,30,30,30,6
2018/2/28,台北一,芒果 金煌,55,49.8,30,46.9,54
2018/3/1,台北一,芒果 金煌,67.3,52.1,40,52.7,66
2018/3/2,台北一,芒果 金煌,45,44.2,40,43.5,17
2018/3/10,台北一,芒果 金煌,75,65.4,60,66.3,24
2018/3/16,台北一,芒果 金煌,140,102.4,81.4,105.7,42
